hashedIpAddress,timestamp,durationInSec,play_duration,clean_path,source,target,links_coords,normalized_links_coords
464da36c69b883c5,1299729741,379,379,"['Theatre', 'Aristotle', 'Ancient_Greece', 'Europe', 'Earth', 'United_States', 'Country', 'United_Nations', 'Russia', 'United_States', 'North_America', 'Continent', 'Africa', 'Rainforest', 'Cameroon', 'Africa', 'Zambia']",Theatre,Zebra,"[[(301, 275)], [(473, 75)], [(787, 94)], [(373, 75), (832, 119), (727, 306)], [(32, 281)], [(770, 75)], [(1635, 343)], [(1461, 138), (1103, 1872), (486, 4080)], [(990, 141), (382, 1704), (791, 3649), (925, 6366), (1411, 6374)], [(829, 75), (115, 493), (1358, 907), (986, 7791)], [(133, 75)], [(1380, 75), (418, 815), (25, 1248), (200, 1223), (327, 1679)], [(1175, 615)], [(143, 119)], [(469, 103)], [(1706, 2557), (49, 5518)]]","[[(0.15925925925925927, 0.11613175675675676)], [(0.25026455026455025, 0.017201834862385322)], [(0.4164021164021164, 0.026411913458836752)], [(0.19735449735449737, 0.012853470437017995), (0.4402116402116402, 0.020394173093401885), (0.38465608465608464, 0.05244215938303342)], [(0.016931216931216932, 0.051835454713152554)], [(0.4074074074074074, 0.009394964299135663)], [(0.8573675930781332, 0.4152542372881356)], [(0.773015873015873, 0.022090603489675044), (0.5835978835978836, 0.2996638386425484), (0.2571428571428571, 0.6531134944773491)], [(0.5238095238095238, 0.02040816326530612), (0.2021164021164021, 0.24663482414242294), (0.4185185185185185, 0.5281516862063974), (0.4894179894179894, 0.921406860616587), (0.7465608465608465, 0.9225647705890867)], [(0.43862433862433864, 0.009394964299135663), (0.06084656084656084, 0.06175623199298509), (0.7185185185185186, 0.11361643492421396), (0.5216931216931217, 0.9759488913942127)], [(0.07037037037037037, 0.02536354413256679)], [(0.7301587301587301, 0.023696682464454975), (0.22116402116402117, 0.2575039494470774), (0.013227513227513227, 0.3943127962085308), (0.10582010582010581, 0.38641390205371245), (0.173015873015873, 0.5304897314375987)], [(0.6216931216931217, 0.08759435977780942)], [(0.07566137566137567, 0.08269631688672689)], [(0.24814814814814815, 0.03403833443489755)], [(0.9026455026455027, 0.3641931348810711), (0.025925925925925925, 0.7859279304942316)]]"
4443b5925280dbc3,1299729814,1840,40,"['Asteroid', 'Sun', 'Latin', 'Roman_Empire', 'Western_Roman_Empire', 'Alexander_the_Great']",Asteroid,Viking,"[[(1259, 75), (1031, 1127)], [(243, 119)], [(464, 100)], [(1846, 179), (755, 202), (1687, 2539), (396, 4917), (191, 6482)], [(1360, 332)]]","[[(0.6661375661375661, 0.022949816401468787), (0.5455026455026455, 0.34485924112607097)], [(0.12857142857142856, 0.026062198861147613)], [(0.2455026455026455, 0.05387931034482758)], [(0.9767195767195768, 0.023943285179240235), (0.3994708994708995, 0.02701979668271803), (0.8925925925925926, 0.33962011771000533), (0.20952380952380953, 0.6577046548956661), (0.10105820105820106, 0.8670411985018727)], [(0.7195767195767195, 0.07258417140358549)]]"
5d98967e3c62463e,1299732804,1869,69,"['Brain', 'Mind', 'Emotion']",Brain,Telephone,"[[(387, 642)], [(758, 75)]]","[[(0.20476190476190476, 0.1712456655108029)], [(0.40105820105820106, 0.034403669724770644)]]"
224e80644b7050aa,1299733196,37,37,['Brain'],Brain,Telephone,[],[]
224e80644b7050aa,1299733247,34,34,"['Asteroid', 'Trojan_War']",Asteroid,Viking,"[[(1605, 2247)]]","[[(0.8492063492063492, 0.6875764993880049)]]"
224e80644b7050aa,1299733374,108,108,"['Pyramid', 'Mexico', 'Latin_America', 'Colombia']",Pyramid,Bean,"[[(1614, 664)], [(256, 122), (427, 4179)], [(1398, 667), (41, 1285), (437, 1671), (49, 2693)]]","[[(0.8539682539682539, 0.3062730627306273)], [(0.13544973544973546, 0.01964889676276373), (0.22592592592592592, 0.673055242390079)], [(0.7396825396825397, 0.15066636548452678), (0.021693121693121695, 0.29026428732776144), (0.2312169312169312, 0.3774565168285521), (0.025925925925925925, 0.6083126270612152)]]"
584ffa534f58ec36,1299735378,204,204,"['Asteroid', 'Dinosaur', 'Madagascar', 'France', 'Indian_Ocean']",Asteroid,Viking,"[[(1611, 2925)], [(1531, 1966)], [(1755, 639), (176, 264), (286, 613), (1095, 1181), (1157, 3126), (0, 0)], [(19, 300), (553, 2001)]]","[[(0.8523809523809524, 0.8950428396572827)], [(0.81005291005291, 0.3033482487270483)], [(0.9285714285714286, 0.15081425536936513), (0.09312169312169312, 0.06230823696011329), (0.15132275132275133, 0.1446778380929903), (0.5793650793650794, 0.2787349539768704), (0.6121693121693121, 0.7377861694595232), (0.0, 0.0)], [(0.010052910052910053, 0.04397537379067722), (0.29259259259259257, 0.29331574318381703)]]"
584ffa534f58ec36,1299735761,219,219,"['Pyramid', 'Mexico', 'Agriculture', 'Soybean', 'Canola']",Pyramid,Bean,"[[(1614, 664)], [(773, 2851)], [(1329, 1922)], [(1062, 3770)]]","[[(0.8539682539682539, 0.3062730627306273)], [(0.408994708994709, 0.45917216943147043)], [(0.7031746031746032, 0.5053904811990534)], [(0.5619047619047619, 0.7580937060124673)]]"
3fd783a93848aef3,1299737366,352,352,"['Pyramid', 'Mexico', 'Agriculture', 'Soybean', 'Protein']",Pyramid,Bean,"[[(1614, 664)], [(773, 2851)], [(1329, 1922)], [(572, 1026)]]","[[(0.8539682539682539, 0.3062730627306273)], [(0.408994708994709, 0.45917216943147043)], [(0.7031746031746032, 0.5053904811990534)], [(0.30264550264550266, 0.20631409611904283)]]"
3fd783a93848aef3,1299739173,1805,5,['Brain'],Brain,Telephone,[],[]
29e7f89b74ec0996,1299747424,1985,185,"['Brain', 'Eye', 'Electromagnetic_radiation', 'Electric_field']",Brain,Telephone,"[[(624, 759)], [(725, 1840)], [(1774, 212), (537, 75), (273, 189), (500, 737)]]","[[(0.33015873015873015, 0.20245398773006135)], [(0.3835978835978836, 0.4779220779220779)], [(0.9386243386243386, 0.07272727272727272), (0.2841269841269841, 0.025728987993138937), (0.14444444444444443, 0.06483704974271012), (0.26455026455026454, 0.2528301886792453)]]"
4ae0a981427ce33d,1299771028,224,224,"['Pyramid', '15th_century', 'Time', 'Isaac_Newton', 'England', 'London', 'Ben_Jonson']",Pyramid,Bean,"[[(1618, 804)], [(247, 93)], [(1156, 76), (19, 1732)], [(1777, 444), (608, 75)], [(1733, 371), (1733, 413), (1265, 119), (1102, 908), (171, 2080), (516, 3092), (296, 4994), (19, 5872), (986, 7343), (736, 8306), (681, 8620), (1137, 8549), (1044, 9107)], [(1373, 5336)]]","[[(0.8560846560846561, 0.37084870848708484)], [(0.1306878306878307, 0.038733860891295296)], [(0.6116402116402117, 0.022313564298297124), (0.010052910052910053, 0.5085143863769818)], [(0.9402116402116402, 0.12521150592216582), (0.3216931216931217, 0.021150592216582064)], [(0.9169312169312169, 0.038051282051282054), (0.9169312169312169, 0.04235897435897436), (0.6693121693121693, 0.012205128205128205), (0.5830687830687831, 0.09312820512820513), (0.09047619047619047, 0.21333333333333335), (0.273015873015873, 0.3171282051282051), (0.15661375661375662, 0.5122051282051282), (0.010052910052910053, 0.6022564102564103), (0.5216931216931217, 0.7531282051282051), (0.38941798941798944, 0.8518974358974359), (0.3603174603174603, 0.884102564102564), (0.6015873015873016, 0.8768205128205128), (0.5523809523809524, 0.9340512820512821)], [(0.7264550264550265, 0.8536234202527596)]]"
341624ad03a2855e,1299771556,1822,22,"['Theatre', 'Brazil']",Theatre,Zebra,"[[(330, 1785)]]","[[(0.1746031746031746, 0.7538006756756757)]]"
4ae0a981427ce33d,1299773278,1807,7,['Brain'],Brain,Telephone,[],[]
714b32291d053393,1299777714,1827,27,"['Asteroid', '1_Ceres', 'Venus', 'Sun']",Asteroid,Viking,"[[(217, 157), (1801, 435), (1230, 325), (985, 393), (173, 1190), (44, 2419), (414, 2839)], [(460, 277)], [(342, 75), (112, 1874)]]","[[(0.11481481481481481, 0.04804161566707466), (0.9529100529100529, 0.13310893512851898), (0.6507936507936508, 0.09944920440636475), (0.5211640211640212, 0.12025703794369645), (0.09153439153439154, 0.36413708690330476), (0.02328042328042328, 0.7402080783353733), (0.21904761904761905, 0.8687270501835985)], [(0.24338624338624337, 0.12159789288849868)], [(0.18095238095238095, 0.018377848566527813), (0.05925925925925926, 0.45920117618230827)]]"
2d7c6331492f6719,1299799884,144,144,"['Asteroid', 'Jupiter', 'Roman_mythology', 'Zeus']",Asteroid,Viking,"[[(176, 176), (1424, 176)], [(1341, 538)], [(642, 135)]]","[[(0.09312169312169312, 0.05385556915544676), (0.7534391534391535, 0.05385556915544676)], [(0.7095238095238096, 0.13373104648272433)], [(0.3396825396825397, 0.06566147859922179)]]"
2d7c6331492f6719,1299799940,49,49,['Pyramid'],Pyramid,Bean,[],[]
3fdd6c2a1d5da895,1299804368,277,277,"['Theatre', 'India', 'Africa', 'Ethiopia']",Theatre,Zebra,"[[(269, 2214), (224, 2255)], [(612, 1250)], [(764, 928), (857, 1068), (219, 1690), (373, 1690), (1767, 2435), (56, 3194), (942, 3522), (49, 5156)]]","[[(0.14232804232804233, 0.9349662162162162), (0.11851851851851852, 0.9522804054054054)], [(0.3238095238095238, 0.3247596778383996)], [(0.4042328042328042, 0.13217490385984904), (0.4534391534391534, 0.15211508332146417), (0.11587301587301588, 0.24070645207235436), (0.19735449735449737, 0.24070645207235436), (0.9349206349206349, 0.34681669277880645), (0.02962962962962963, 0.45492095143142003), (0.4984126984126984, 0.5016379433129183), (0.025925925925925925, 0.7343683236006266)]]"
5bcd500a54150aa5,1299818096,195,195,"['Pyramid', 'Egyptian_pyramids', 'Ancient_Egypt', 'Africa', 'Egypt', 'Europe', 'Spain']",Pyramid,Bean,"[[(219, 259), (124, 329)], [(785, 75)], [(356, 75), (579, 2269)], [(243, 392), (142, 490), (1719, 2332), (150, 2867), (1329, 4301), (227, 4702), (49, 5908)], [(1129, 2703), (1475, 3861)], [(1552, 807), (1204, 563), (49, 3640), (980, 4295), (564, 4916), (956, 5229)]]","[[(0.11587301587301588, 0.1194649446494465), (0.0656084656084656, 0.15175276752767528)], [(0.41534391534391535, 0.04403992953611274)], [(0.18835978835978837, 0.019364833462432222), (0.30634920634920637, 0.5858507616834495)], [(0.12857142857142856, 0.05583250249252243), (0.07513227513227513, 0.06979062811565304), (0.9095238095238095, 0.3321464178891896), (0.07936507936507936, 0.40834638940321893), (0.7031746031746032, 0.612590799031477), (0.1201058201058201, 0.6697051702036747), (0.025925925925925925, 0.8414755732801595)], [(0.5973544973544973, 0.5583557116298286), (0.7804232804232805, 0.7975624870894443)], [(0.8211640211640212, 0.13830334190231364), (0.6370370370370371, 0.09648671808054841), (0.025925925925925925, 0.62382176520994), (0.5185185185185185, 0.7360754070265638), (0.2984126984126984, 0.8425021422450728), (0.5058201058201058, 0.8961439588688946)]]"
5ec287497dc39168,1299826618,1886,86,"['Theatre', 'Paris', 'Africa', 'Kenya']",Theatre,Zebra,"[[(1116, 1009)], [(941, 4369)], [(1764, 2477), (19, 2867), (1387, 3276), (994, 3522), (49, 5184)]]","[[(0.5904761904761905, 0.42609797297297297)], [(0.4978835978835979, 0.47339906815472965)], [(0.9333333333333333, 0.352798746617291), (0.010052910052910053, 0.40834638940321893), (0.7338624338624339, 0.4666001994017946), (0.5259259259259259, 0.5016379433129183), (0.025925925925925925, 0.7383563594929498)]]"
5ec287497dc39168,1299828191,41,41,"['Brain', 'Charles_Darwin']",Brain,Telephone,"[[(642, 582)]]","[[(0.3396825396825397, 0.15524139770605494)]]"
5ec287497dc39168,1299830071,1865,65,"['Brain', 'Eye', 'Color', 'Isaac_Newton']",Brain,Telephone,"[[(624, 759)], [(1475, 75)], [(645, 386), (695, 1031)]]","[[(0.33015873015873015, 0.20245398773006135)], [(0.7804232804232805, 0.01948051948051948)], [(0.3412698412698413, 0.11133544851456591), (0.36772486772486773, 0.2973752523795789)]]"
688f86943403374e,1299832449,1946,146,"['Theatre', 'Music', 'Culture', 'Human', 'Mammal', 'Vertebrate', 'Human', 'Animal', 'Plant', 'Life']",Theatre,Zebra,"[[(699, 192)], [(584, 455)], [(1279, 100)], [(1775, 569), (397, 75), (855, 4004)], [(1740, 371), (196, 75), (1089, 534)], [(891, 113)], [(1775, 519), (19, 2653)], [(193, 217), (323, 1910)], [(179, 75)]]","[[(0.36984126984126986, 0.08108108108108109)], [(0.308994708994709, 0.14362373737373738)], [(0.6767195767195767, 0.027137042062415198)], [(0.9391534391534392, 0.09569458459468551), (0.21005291005291005, 0.012613521695257316), (0.4523809523809524, 0.6733938782374705)], [(0.9206349206349206, 0.08509174311926605), (0.1037037037037037, 0.017201834862385322), (0.5761904761904761, 0.12247706422018349)], [(0.4714285714285714, 0.09269893355209188)], [(0.9391534391534392, 0.08728557013118063), (0.010052910052910053, 0.4461823074335688)], [(0.10211640211640212, 0.08796108633968383), (0.1708994708994709, 0.7742197000405351)], [(0.09470899470899471, 0.02945797329143755)]]"
19a3397c73f10f89,1299852762,128,128,"['Pyramid', 'Ancient_Egypt', 'Agriculture', 'Food', 'Protein']",Pyramid,Bean,"[[(1362, 284), (866, 329)], [(231, 402)], [(461, 75), (213, 249)], [(515, 75), (599, 1906), (471, 2083)]]","[[(0.7206349206349206, 0.13099630996309963), (0.4582010582010582, 0.15175276752767528)], [(0.12222222222222222, 0.10379550735863671)], [(0.24391534391534392, 0.01972127267946358), (0.1126984126984127, 0.06547462529581909)], [(0.2724867724867725, 0.034530386740331494), (0.31693121693121695, 0.8775322283609577), (0.2492063492063492, 0.9590239410681399)]]"
42e76cd61491a539,1299863627,23,23,"['Pyramid', '15th_century']",Pyramid,Bean,"[[(1618, 804)]]","[[(0.8560846560846561, 0.37084870848708484)]]"
42e76cd61491a539,1299866387,2747,947,"['Pyramid', 'Mexico_City', 'Mexico', 'Agriculture', 'Soybean', 'Biodiesel', 'Agriculture', 'Nitrogen', 'Protein', 'Wheat', 'Rice', 'Africa']",Pyramid,Bean,"[[(1071, 683)], [(781, 75), (747, 183)], [(773, 2851)], [(1329, 1922)], [(757, 2186)], [(530, 1583), (997, 1668), (1382, 3590)], [(1404, 744), (99, 2546)], [(759, 1063)], [(708, 3164)], [(1114, 75)], [(1054, 75), (106, 176), (1555, 2003), (306, 2723)]]","[[(0.5666666666666667, 0.31503690036900367)], [(0.4132275132275132, 0.018754688672168042), (0.3952380952380952, 0.04576144036009002)], [(0.408994708994709, 0.45917216943147043)], [(0.7031746031746032, 0.5053904811990534)], [(0.4005291005291005, 0.4395736979690328)], [(0.2804232804232804, 0.4229227892065188), (0.5275132275132275, 0.4456318461127438), (0.7312169312169312, 0.9591236975687951)], [(0.7428571428571429, 0.19563502498027874), (0.05238095238095238, 0.6694714698921904)], [(0.4015873015873016, 0.36642537056187524)], [(0.3746031746031746, 0.8239583333333333)], [(0.5894179894179894, 0.023629489603024575)], [(0.5576719576719577, 0.024177949709864602), (0.056084656084656084, 0.05673758865248227), (0.8227513227513228, 0.645712443584784), (0.1619047619047619, 0.8778207607994842)]]"
5e9b858a15ea2bfe,1299869241,2866,1066,"['Theatre', 'Paris', 'Africa', 'Giraffe', 'Southern_Africa', 'Elephant', 'Tanzania', 'Kenya', 'Uganda']",Theatre,Zebra,"[[(1116, 1009)], [(941, 4369)], [(19, 678)], [(1314, 854)], [(309, 753)], [(1709, 4405)], [(1644, 1342), (1008, 103), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)], [(785, 103), (118, 2936), (499, 3503), (0, 0), (0, 0), (0, 0), (0, 0)]]","[[(0.5904761904761905, 0.42609797297297297)], [(0.4978835978835979, 0.47339906815472965)], [(0.010052910052910053, 0.09656744053553624)], [(0.6952380952380952, 0.5089392133492253)], [(0.1634920634920635, 0.6419437340153452)], [(0.9042328042328043, 0.6933732095073194)], [(0.8698412698412699, 0.29690265486725664), (0.5333333333333333, 0.022787610619469028), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0)], [(0.41534391534391535, 0.026621866115275266), (0.06243386243386243, 0.7588524166451279), (0.26402116402116405, 0.9054019126389248), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0), (0.0, 0.0)]]"
14b3ac155d426421,1299872379,1924,124,"['Theatre', 'India', 'Africa']",Theatre,Zebra,"[[(269, 2214), (224, 2255)], [(612, 1250)]]","[[(0.14232804232804233, 0.9349662162162162), (0.11851851851851852, 0.9522804054054054)], [(0.3238095238095238, 0.3247596778383996)]]"
1b73beb54c1660b2,1299874570,208,208,"['Pyramid', 'Mexico', 'Agriculture']",Pyramid,Bean,"[[(1614, 664)], [(773, 2851)]]","[[(0.8539682539682539, 0.3062730627306273)], [(0.408994708994709, 0.45917216943147043)]]"
4c6c64387e39f302,1299884102,659,659,"['Theatre', 'Drama', 'Television', 'BBC', 'United_Kingdom', 'Charles_Darwin', 'Anthropology']",Theatre,Zebra,"[[(24, 173)], [(472, 100)], [(1190, 446), (1332, 1230), (142, 1393)], [(1712, 274), (1036, 75), (1256, 2638)], [(491, 4794)], [(1061, 94), (90, 805), (791, 3872)]]","[[(0.012698412698412698, 0.07305743243243243)], [(0.24973544973544973, 0.05583472920156337)], [(0.6296296296296297, 0.1206383554233162), (0.7047619047619048, 0.33270219096564785), (0.07513227513227513, 0.37679199350824993)], [(0.9058201058201059, 0.047918852745715286), (0.5481481481481482, 0.013116474291710388), (0.6645502645502646, 0.4613501224204267)], [(0.2597883597883598, 0.7333639284075264)], [(0.5613756613756614, 0.01655220989610847), (0.047619047619047616, 0.1417503081528438), (0.4185185185185185, 0.6818101778482127)]]"
2743c7242d3a78a7,1299890840,1844,44,"['Asteroid', 'Trojan_War', 'Siege']",Asteroid,Viking,"[[(1605, 2247)], [(1183, 259)]]","[[(0.8492063492063492, 0.6875764993880049)], [(0.6259259259259259, 0.037552559083659565)]]"
7b0493af1366270e,1299897685,120,120,"['Pyramid', 'Egyptian_pyramids', 'Archaeology', 'Culture', 'Civilization', 'Agriculture', 'Soybean']",Pyramid,Bean,"[[(219, 259), (124, 329)], [(1131, 75)], [(835, 75), (548, 100), (428, 1618)], [(1464, 205), (1567, 800)], [(1073, 227), (92, 1064), (919, 4387), (1795, 4619), (288, 5106), (1087, 5106)], [(1329, 1922)]]","[[(0.11587301587301588, 0.1194649446494465), (0.0656084656084656, 0.15175276752767528)], [(0.5984126984126984, 0.04403992953611274)], [(0.4417989417989418, 0.02141633352370074), (0.28994708994708995, 0.028555111364934323), (0.22645502645502646, 0.46202170188463737)], [(0.7746031746031746, 0.05563093622795115), (0.8291005291005291, 0.21709633649932158)], [(0.5677248677248677, 0.03840947546531303), (0.04867724867724868, 0.18003384094754654), (0.48624338624338626, 0.7423011844331642), (0.9497354497354498, 0.7815566835871405), (0.1523809523809524, 0.8639593908629442), (0.5751322751322752, 0.8639593908629442)], [(0.7031746031746032, 0.5053904811990534)]]"
2c5e70ad04a5c65a,1299908116,171,171,"['Brain', 'Southern_United_States', 'United_States', 'Music_of_the_United_States', 'Education_in_the_United_States', 'Technology']",Brain,Telephone,"[[(518, 3514)], [(610, 75), (445, 154), (38, 3519), (572, 5127)], [(112, 7314)], [(182, 5425)], [(1484, 1547)]]","[[(0.2740740740740741, 0.9373166177647373)], [(0.32275132275132273, 0.011977004152028107), (0.23544973544973544, 0.024592781858831046), (0.020105820105820106, 0.5619610348131587), (0.30264550264550266, 0.8187480038326413)], [(0.05925925925925926, 0.9161969184517099)], [(0.0962962962962963, 0.907645976242262)], [(0.7851851851851852, 0.238403451995685)]]"
3539b8cd43110e38,1299914799,82,82,"['Theatre', 'United_States', 'Abraham_Lincoln']",Theatre,Zebra,"[[(66, 1890), (111, 2092), (156, 2174), (155, 2194)], [(674, 2564)]]","[[(0.03492063492063492, 0.7981418918918919), (0.05873015873015873, 0.8834459459459459), (0.08253968253968254, 0.9180743243243243), (0.082010582010582, 0.9265202702702703)], [(0.3566137566137566, 0.32118251283978455)]]"
7b135102635b0afb,1299914896,45,45,['Pyramid'],Pyramid,Bean,[],[]
7b135102635b0afb,1299916722,1812,12,['Asteroid'],Asteroid,Viking,[],[]
567e5aab0068627a,1299924900,1806,6,['Brain'],Brain,Telephone,[],[]
